SampleID	CPER_003-M-20140415
Abiotrophia	339
Absidia	1
Acanthamoeba	49
Acanthascus	1
Acanthocardia	2
Acanthocyclops	2
Acaryochloris	9084
Acetabularia	6
Acetivibrio	1587
Acetobacter	2065
Acetobacterium	5
Acetohalobium	2175
Acetonema	2
Achatina	1
Acheta	1
Achlya	1
Achnatherum	1
Acholeplasma	301
Achromobacter	16675
Acidaminococcus	2076
Acidianus	7
Acidilobus	320
Acidimicrobium	11039
Acidiphilium	11968
Acidithiobacillus	5934
Acidithiomicrobium	12
Acidobacterium	47044
Acidocella	3
Acidomonas	1
Acidothermus	29634
Acidovorax	26473
Aciduliprofundum	644
Acinetobacter	6779
Acorus	4
Acrasis	3
Acrobeloides	1
Acrophialophora	1
Actinidia	4
Actinoallomurus	2
Actinobacillus	1475
Actinobaculum	3
Actinocorallia	10
Actinokineospora	3
Actinomadura	337
Actinomyces	6930
Actinoplanes	885
Actinopolyspora	3
Actinospica	1
Actinosynnema	38689
Actinotalea	1
Acyrthosiphon	313
Adiantum	24
Adineta	28
Adoxophyes	2
Advenella	4
Aechmea	1
Aedes	894
Aegilops	167
Aeribacillus	7
Aerococcus	306
Aeromicrobium	2878
Aeromonas	4873
Aeropyrum	1305
Aethionema	1
Afifella	6
Afipia	8073
Afrothismia	1
Agaricus	10
Agarivorans	2
Agathis	3
Aggregatibacter	617
Agreia	1
Agrobacterium	20503
Agrocybe	3
Agromyces	20
Agropyron	42
Agrostis	25
Agrotis	3
Ahrensia	1867
Aigialus	1
Ailanthus	1
Ailuropoda	260
Aiptasia	1
Ajellomyces	359
Akashiwo	1
Akkermansia	6802
Albidiferax	11229
Albinaria	1
Albizia	1
Alcaligenes	79
Alcanivorax	4814
Alectoris	1
Aleuroglyphus	2
Alexandrium	1
Algoriphagus	5784
Alicycliphilus	4902
Alicyclobacillus	7636
Aliivibrio	831
Alistipes	2003
Alkalilactibacillus	1
Alkalilimnicola	7168
Alkalimonas	4
Alkaliphilus	6641
Allacma	1
Allagoptera	1
Alligator	2
Allium	6
Allochromatium	4780
Allomyces	9
Alnus	2
Alouatta	1
Alphabaculovirus	16
Alphalipothrixvirus	2
Alsophila	1
Alstroemeria	1
Alternaria	9
Alteromonas	2986
Altingia	3
Alvinella	1
Amanita	2
Amaranthus	1
Amblyomma	6
Amblyopyrum	2
Amborella	2
Ambystoma	2
Amia	1
Aminobacter	9
Aminobacterium	1501
Aminomonas	1558
Ammonifex	5399
Ammophila	1
Amorpha	1
Ampelodesmos	1
Ampelomyces	1
Ampelophaga	1
Amphibacillus	5
Amphidinium	6
Amphimedon	1
Ampullavirus	1
Amycolatopsis	46010
Anabaena	25424
Anaerobaculum	2277
Anaerobranca	3
Anaerococcus	874
Anaerofustis	373
Anaerolinea	12641
Anaeromyxobacter	80821
Anaeroplasma	1
Anaerostipes	455
